OrderDetailsID,Order_ID,Product_ID
85,US-2018-119662,OFF-ST-10003656
86,CA-2018-140088,FUR-CH-10000863
87,CA-2018-155558,TEC-AC-10001998
88,CA-2018-155558,OFF-LA-10000134
89,CA-2017-159695,OFF-ST-10003442
90,CA-2017-109806,OFF-AR-10004930
91,CA-2017-109806,TEC-PH-10004093
92,CA-2017-109806,OFF-PA-10000304
93,CA-2016-149587,OFF-PA-10003177
94,CA-2016-149587,FUR-FU-10003799
95,CA-2016-149587,OFF-BI-10002852
96,US-2018-109484,OFF-BI-10004738
97,CA-2018-161018,FUR-FU-10000629
98,CA-2018-157833,OFF-BI-10001721
99,CA-2017-149223,OFF-AP-10000358
100,CA-2017-158568,OFF-PA-10003256
101,CA-2017-158568,TEC-AC-10001767
102,CA-2017-158568,OFF-BI-10002609
103,CA-2017-129903,OFF-PA-10004040
104,US-2016-156867,TEC-AC-10001552
105,US-2016-156867,FUR-FU-10004006
106,US-2016-156867,OFF-BI-10002794
107,CA-2018-119004,TEC-AC-10003499
108,CA-2018-119004,TEC-PH-10002844
109,CA-2018-119004,OFF-AR-10000390
110,CA-2016-129476,TEC-AC-10000844
111,CA-2018-146780,FUR-FU-10001934
112,CA-2017-128867,OFF-AR-10000380
113,CA-2017-128867,OFF-BI-10003981
114,CA-2015-115259,OFF-FA-10000621
115,CA-2015-115259,OFF-EN-10002600
116,CA-2015-115259,OFF-PA-10004965
117,CA-2015-115259,OFF-EN-10002504
118,CA-2016-110457,FUR-TA-10001768
119,US-2016-136476,OFF-BI-10003650
120,CA-2017-103730,FUR-FU-10002157
121,CA-2017-103730,OFF-BI-10003910
122,CA-2017-103730,OFF-ST-10000777
123,CA-2017-103730,OFF-EN-10002500
124,CA-2017-103730,TEC-PH-10003875
125,US-2015-152030,FUR-CH-10004063
126,US-2015-134614,FUR-TA-10004534
127,US-2018-107272,OFF-BI-10003274
128,US-2018-107272,OFF-ST-10002974
129,US-2017-125969,FUR-CH-10001146
130,US-2017-125969,FUR-FU-10003773
131,US-2018-164147,TEC-PH-10002293
132,US-2018-164147,OFF-PA-10002377
133,US-2018-164147,OFF-FA-10002780
134,CA-2017-145583,OFF-PA-10001804
135,CA-2017-145583,OFF-PA-10001736
136,CA-2017-145583,OFF-AR-10001149
137,CA-2017-145583,OFF-FA-10002988
138,CA-2017-145583,OFF-BI-10004781
139,CA-2017-145583,OFF-SU-10001218
140,CA-2017-145583,FUR-FU-10001706
141,CA-2017-110366,FUR-FU-10004848
142,CA-2018-106180,OFF-AR-10000940
143,CA-2018-106180,OFF-EN-10004030
144,CA-2018-106180,OFF-PA-10004327
145,CA-2018-155376,OFF-AP-10001058
146,CA-2016-110744,OFF-ST-10003656
147,CA-2015-110072,FUR-FU-10000521
148,CA-2017-114489,TEC-PH-10000215
149,CA-2017-114489,TEC-PH-10001448
150,CA-2017-114489,FUR-CH-10000454
151,CA-2017-114489,OFF-BI-10002735
152,CA-2017-158834,OFF-AP-10000326
153,CA-2017-158834,TEC-PH-10001254
154,CA-2016-124919,OFF-PA-10001950
155,CA-2016-124919,OFF-PA-10002254
156,CA-2016-124919,OFF-ST-10001590
157,CA-2016-118948,OFF-AR-10001547
158,CA-2015-104269,FUR-CH-10004063
159,CA-2017-114104,OFF-LA-10002475
160,CA-2017-114104,TEC-PH-10004536
161,CA-2017-162733,OFF-PA-10002751
162,CA-2016-119697,TEC-AC-10003657
163,CA-2017-154508,OFF-EN-10001990
164,CA-2017-113817,OFF-BI-10004002
165,CA-2015-139892,OFF-AR-10004441
166,CA-2015-139892,TEC-MA-10000822
167,CA-2015-139892,OFF-ST-10000991
168,CA-2015-139892,FUR-CH-10004287
169,CA-2015-139892,OFF-AR-10002656
170,CA-2015-139892,OFF-AP-10002518
171,CA-2015-139892,TEC-PH-10003931
172,CA-2015-118962,OFF-PA-10000659
173,CA-2015-118962,OFF-PA-10001144
174,CA-2015-118962,FUR-CH-10003817
175,US-2015-100853,OFF-AP-10000891
176,US-2015-100853,OFF-LA-10003148
177,US-2018-152366,OFF-AP-10002684
178,US-2016-101511,FUR-CH-10004698
179,US-2016-101511,OFF-SU-10002189
180,CA-2016-137225,OFF-AR-10001940
181,CA-2015-166191,OFF-ST-10003455
182,CA-2015-166191,TEC-AC-10004659
183,CA-2015-158274,TEC-PH-10003273
184,CA-2015-158274,TEC-PH-10004896
185,CA-2015-158274,TEC-AC-10002345
186,CA-2017-105018,OFF-BI-10001890
187,CA-2015-123260,TEC-AC-10002323
188,CA-2017-157000,OFF-ST-10001328
189,CA-2017-157000,OFF-PA-10001950
190,CA-2016-102281,FUR-BO-10002613
191,CA-2016-102281,TEC-PH-10001552
192,CA-2016-102281,OFF-PA-10000061
193,CA-2016-102281,FUR-BO-10002545
194,CA-2016-102281,OFF-AR-10003514
195,CA-2016-131457,OFF-EN-10001509
196,CA-2015-140004,OFF-AR-10004685
197,CA-2015-140004,OFF-AR-10004027
198,CA-2018-107720,OFF-ST-10001414
199,US-2018-124303,OFF-BI-10000343
200,US-2018-124303,OFF-PA-10002749
201,CA-2018-105074,OFF-PA-10002666
202,CA-2015-133690,FUR-TA-10004289
203,CA-2015-133690,OFF-AP-10003622
204,US-2018-116701,OFF-AP-10003217
205,CA-2018-126382,FUR-FU-10002960
206,CA-2018-108329,TEC-PH-10001918
207,CA-2018-135860,OFF-ST-10000642
208,CA-2018-135860,TEC-PH-10001700
209,CA-2018-135860,OFF-BI-10003274
210,CA-2018-135860,OFF-FA-10000134
211,CA-2018-135860,OFF-ST-10001522
212,CA-2016-101007,TEC-AC-10001266
213,CA-2016-146262,OFF-LA-10004544
214,CA-2016-146262,FUR-BO-10004695
215,CA-2016-146262,TEC-PH-10002844
216,CA-2016-146262,TEC-MA-10000864
217,CA-2016-146262,TEC-AC-10000109
218,CA-2017-130162,OFF-ST-10001328
219,CA-2017-130162,TEC-PH-10002563
220,CA-2016-169397,OFF-FA-10000585
221,CA-2016-169397,OFF-PA-10004000
222,CA-2016-169397,OFF-BI-10002852
223,CA-2016-169397,FUR-FU-10000087
224,CA-2016-169397,TEC-MA-10001148
225,CA-2016-169397,OFF-AR-10001958
226,CA-2016-163055,OFF-AR-10001026
227,CA-2016-163055,FUR-TA-10003748
228,CA-2016-163055,OFF-ST-10002485
229,US-2016-145436,FUR-CH-10004860
230,US-2016-145436,FUR-CH-10004477
231,US-2015-156216,OFF-BI-10001679
232,US-2018-100930,FUR-TA-10001705
233,US-2018-100930,FUR-TA-10003473
234,US-2018-100930,OFF-BI-10001679
235,US-2018-100930,FUR-FU-10004017
236,US-2018-100930,TEC-AC-10003832
237,CA-2018-160514,OFF-PA-10002479
238,CA-2017-157749,OFF-PA-10003349
239,CA-2017-157749,FUR-FU-10000576
240,CA-2017-157749,FUR-FU-10004351
241,CA-2017-157749,TEC-PH-10000011
242,CA-2017-157749,FUR-TA-10002607
243,CA-2017-157749,FUR-FU-10002505
244,CA-2017-157749,OFF-AR-10004685
245,CA-2015-131926,FUR-CH-10004063
246,CA-2015-131926,OFF-ST-10002276
247,CA-2015-131926,OFF-PA-10004082
248,CA-2015-131926,OFF-AP-10002945
249,CA-2015-131926,OFF-PA-10000061
250,CA-2017-154739,FUR-CH-10002965
251,CA-2017-145625,OFF-PA-10004569
252,CA-2017-145625,TEC-AC-10003832
253,CA-2017-146941,OFF-ST-10001228
254,CA-2017-146941,OFF-EN-10003296
255,US-2016-159982,FUR-FU-10002505
256,US-2016-159982,OFF-ST-10004804
257,US-2016-159982,OFF-ST-10001590
258,US-2016-159982,TEC-PH-10001580
259,CA-2018-163139,TEC-AC-10000290
260,CA-2018-163139,OFF-ST-10002790
261,CA-2018-163139,OFF-BI-10003460
262,US-2018-155299,OFF-AP-10002203
263,US-2015-106992,TEC-MA-10000822
264,US-2015-106992,TEC-MA-10003353
265,CA-2017-125318,TEC-PH-10001433
266,CA-2016-155040,TEC-AC-10004469
267,CA-2018-136826,OFF-AR-10003602
268,CA-2017-111010,OFF-FA-10003472
269,US-2018-145366,OFF-ST-10004180
270,US-2018-145366,OFF-EN-10004386
271,CA-2018-163979,OFF-ST-10003208
272,CA-2016-155334,TEC-AC-10003628
273,CA-2016-155334,FUR-FU-10003274
274,CA-2016-155334,OFF-BI-10002557
275,CA-2018-118136,OFF-PA-10002615
276,CA-2018-118136,OFF-AR-10001427
277,CA-2018-132976,OFF-PA-10000673
278,CA-2018-132976,OFF-PA-10004470
279,CA-2018-132976,OFF-ST-10000876
280,CA-2018-132976,OFF-LA-10002043
281,US-2016-161991,OFF-BI-10004967
282,US-2016-161991,TEC-PH-10001760
283,CA-2016-130890,FUR-TA-10002903
284,CA-2016-130883,OFF-PA-10000474
285,CA-2016-130883,TEC-AC-10001956
286,CA-2016-130883,OFF-PA-10004100
287,CA-2017-112697,OFF-BI-10000778
288,CA-2017-112697,OFF-AP-10002684
289,CA-2017-112697,OFF-SU-10000646
290,CA-2017-110772,OFF-FA-10002983
291,CA-2017-110772,OFF-LA-10004689
292,CA-2017-110772,TEC-AC-10002001
293,CA-2017-110772,FUR-BO-10004709
294,CA-2015-111451,FUR-FU-10004091
295,CA-2015-111451,FUR-CH-10001891
296,CA-2015-111451,FUR-FU-10002918
297,CA-2015-111451,OFF-BI-10004593
298,CA-2015-111451,OFF-FA-10004854
299,CA-2017-142545,OFF-PA-10002105
300,CA-2017-142545,OFF-ST-10002756
301,CA-2017-142545,OFF-PA-10004243
302,CA-2017-142545,FUR-FU-10001861
303,CA-2017-142545,OFF-BI-10002706
304,US-2018-152380,FUR-TA-10002533
305,CA-2016-144253,FUR-FU-10002671
306,CA-2015-130960,OFF-AR-10003651
307,CA-2015-111003,OFF-BI-10001072
308,CA-2015-111003,OFF-AR-10002135
309,CA-2018-126774,OFF-AR-10002804
310,CA-2017-142902,FUR-FU-10001918
311,CA-2017-142902,FUR-CH-10004086
312,CA-2017-142902,FUR-FU-10001756
313,CA-2017-142902,OFF-LA-10000634
314,CA-2015-120887,FUR-FU-10001588
315,CA-2015-167850,TEC-PH-10002398
316,CA-2015-167850,OFF-PA-10001937
317,CA-2015-164259,OFF-AR-10003373
318,CA-2015-164973,FUR-CH-10002602
319,CA-2015-164973,TEC-MA-10002927
320,CA-2015-164973,TEC-PH-10004093
321,CA-2015-164973,TEC-AC-10000892
322,CA-2015-164973,OFF-ST-10002974
323,CA-2015-156601,OFF-FA-10000624
324,CA-2017-162138,OFF-BI-10004593
325,CA-2017-162138,TEC-AC-10001908
326,CA-2018-153339,FUR-FU-10001967
327,US-2017-141544,TEC-PH-10003645
328,US-2017-141544,OFF-ST-10000675
329,US-2017-141544,FUR-CH-10003312
330,US-2017-141544,OFF-LA-10001074
331,US-2017-141544,OFF-BI-10001524
332,US-2017-150147,TEC-PH-10004614
333,US-2017-150147,OFF-BI-10001153
334,US-2017-150147,OFF-BI-10001982
335,CA-2016-137946,OFF-BI-10001922
336,CA-2016-137946,TEC-CO-10001449
337,CA-2016-137946,OFF-BI-10004140
338,CA-2015-129924,OFF-BI-10003314
339,CA-2015-129924,FUR-TA-10004575
340,CA-2016-128167,OFF-FA-10000490
341,CA-2015-122336,OFF-AR-10000122
342,CA-2015-122336,OFF-BI-10003656
343,CA-2015-122336,OFF-FA-10002780
344,CA-2015-122336,TEC-PH-10000702
345,US-2016-120712,OFF-ST-10000107
346,CA-2018-169901,TEC-PH-10002293
347,CA-2018-134306,OFF-AR-10004027
348,CA-2018-134306,OFF-PA-10000249
349,CA-2018-134306,OFF-AR-10001374
350,CA-2017-129714,TEC-AC-10000290
351,CA-2017-129714,OFF-PA-10001970
352,CA-2017-129714,OFF-BI-10002160
353,CA-2017-129714,OFF-PA-10001970
354,CA-2017-129714,OFF-BI-10004995
355,CA-2017-138520,FUR-BO-10002268
356,CA-2017-138520,OFF-EN-10001137
357,CA-2017-138520,OFF-AR-10002399
358,CA-2017-138520,OFF-PA-10002713
359,CA-2017-130001,OFF-PA-10002666
360,CA-2018-155698,OFF-AP-10001124
361,CA-2018-155698,OFF-LA-10001158
362,CA-2018-144904,OFF-LA-10001158
363,CA-2018-144904,FUR-CH-10000785
364,CA-2018-144904,OFF-AR-10003732
365,CA-2018-144904,FUR-FU-10000023
366,CA-2015-123344,OFF-ST-10001713
367,CA-2017-155516,OFF-BI-10002412
368,CA-2017-155516,OFF-SU-10001225
369,CA-2017-155516,OFF-ST-10002406
370,CA-2017-155516,FUR-BO-10002545
371,CA-2018-104745,OFF-PA-10002036
372,CA-2018-104745,OFF-ST-10002205
373,US-2015-119137,OFF-BI-10001982
374,US-2015-119137,TEC-AC-10003911
375,US-2015-119137,OFF-AR-10000658
376,US-2015-119137,TEC-AC-10002076
377,US-2017-134656,OFF-PA-10003039
378,US-2018-134481,FUR-TA-10004915
379,CA-2016-130792,OFF-AP-10000696
380,CA-2016-130792,OFF-ST-10003327
381,CA-2016-130792,OFF-BI-10000309
382,CA-2017-134775,OFF-PA-10004734
383,CA-2017-134775,OFF-BI-10002225
384,CA-2016-125395,TEC-AC-10004708
385,US-2016-168935,FUR-TA-10000617
386,US-2016-168935,TEC-AC-10002335
387,CA-2016-122756,TEC-MA-10001681
388,CA-2016-122756,FUR-FU-10001935
389,CA-2015-115973,OFF-AR-10004757
390,CA-2018-101798,OFF-BI-10000050
391,CA-2018-101798,TEC-AC-10001998
392,US-2015-135972,TEC-PH-10003012
393,US-2015-135972,TEC-CO-10002313
394,US-2015-134971,OFF-BI-10003982
395,CA-2018-102946,OFF-BI-10004492
396,CA-2018-165603,OFF-ST-10000798
397,CA-2018-165603,OFF-PA-10002552
398,CA-2016-122259,OFF-SU-10002573
399,CA-2017-108987,OFF-ST-10001580
400,CA-2017-108987,FUR-BO-10004834
401,CA-2017-108987,OFF-ST-10000934
402,CA-2017-108987,TEC-AC-10000158
403,CA-2015-113166,OFF-PA-10001947
404,CA-2015-155208,OFF-AR-10003478
405,CA-2018-117933,OFF-AP-10004249
406,CA-2018-117457,TEC-AC-10000158
407,CA-2018-117457,TEC-CO-10004115
408,CA-2018-117457,OFF-PA-10003724
409,CA-2018-117457,FUR-TA-10002041
410,CA-2018-117457,OFF-PA-10002893
411,CA-2018-117457,OFF-LA-10003766
412,CA-2018-117457,OFF-PA-10001970
413,CA-2018-117457,FUR-BO-10001972
414,CA-2018-117457,FUR-CH-10003956
415,CA-2018-142636,OFF-PA-10000157
416,CA-2018-142636,FUR-CH-10001891
417,CA-2018-122105,OFF-AR-10004344
418,CA-2017-148796,FUR-CH-10004886
419,CA-2018-154816,OFF-PA-10003845
420,CA-2018-110478,OFF-AR-10001573
421,CA-2018-110478,OFF-EN-10000483
422,CA-2015-142048,TEC-AC-10004114
423,CA-2018-125388,FUR-FU-10004712
424,CA-2018-125388,OFF-ST-10000918
425,CA-2018-155705,FUR-CH-10000015
426,CA-2018-149160,FUR-FU-10003347
427,CA-2018-149160,OFF-BI-10001543
428,CA-2015-101476,TEC-MA-10000029
429,CA-2018-152275,OFF-AR-10000369
430,US-2017-123750,OFF-BI-10004584
431,US-2017-123750,TEC-AC-10004659
432,US-2017-123750,TEC-AC-10004659
433,US-2017-123750,OFF-ST-10000617
434,CA-2017-127369,OFF-ST-10003306
435,US-2015-150574,OFF-BI-10000773
436,US-2015-150574,TEC-AC-10002600
437,CA-2017-147375,TEC-MA-10002937
438,CA-2017-147375,OFF-PA-10001970
439,CA-2018-130043,OFF-PA-10002230
440,CA-2018-157252,FUR-CH-10003396
441,CA-2017-115756,FUR-FU-10000246
442,CA-2017-115756,OFF-ST-10000060
443,CA-2017-115756,OFF-ST-10003058
444,CA-2017-115756,OFF-PA-10002222
445,CA-2017-115756,FUR-CH-10002372
446,CA-2017-115756,OFF-LA-10001317
447,CA-2018-154214,FUR-FU-10000206
448,CA-2017-166674,OFF-AR-10000588
449,CA-2017-166674,OFF-ST-10001469
450,CA-2017-166674,OFF-AR-10001953
451,CA-2017-166674,OFF-AR-10003156
452,CA-2017-166674,OFF-AR-10004974
453,CA-2017-166674,TEC-PH-10002365
454,CA-2018-147277,FUR-TA-10001539
455,CA-2018-147277,OFF-ST-10000142
456,CA-2017-100153,TEC-AC-10001772
457,US-2015-110674,FUR-CH-10000225
458,US-2017-157945,FUR-CH-10002331
459,US-2017-157945,OFF-EN-10001415
460,CA-2016-109638,OFF-AP-10002472
461,CA-2016-109638,TEC-AC-10004571
462,CA-2016-109638,OFF-BI-10001098
463,CA-2017-109869,FUR-FU-10000023
464,CA-2017-109869,FUR-TA-10001889
465,CA-2017-109869,OFF-BI-10000315
466,CA-2017-109869,OFF-SU-10003505
467,CA-2017-109869,OFF-AP-10002578
468,US-2016-101399,FUR-FU-10002918
469,CA-2018-154907,FUR-BO-10002824
470,US-2017-100419,OFF-BI-10002194
471,CA-2016-154144,OFF-PA-10004071
472,CA-2015-144666,OFF-ST-10002743
473,CA-2015-144666,FUR-BO-10001601
474,CA-2015-144666,TEC-PH-10002680
475,CA-2015-144666,OFF-ST-10001321
476,CA-2015-144666,OFF-PA-10001509
477,CA-2015-144666,OFF-PA-10003465
478,CA-2017-103891,TEC-PH-10000149
479,CA-2017-152632,FUR-FU-10002671
480,CA-2017-100790,OFF-AR-10003045
481,CA-2017-100790,OFF-ST-10000689
482,CA-2015-134677,TEC-AC-10001445
483,CA-2015-127691,OFF-AR-10002053
484,CA-2015-127691,TEC-AC-10002567
485,CA-2018-140963,OFF-LA-10003923
486,CA-2018-140963,FUR-BO-10001337
487,CA-2018-140963,TEC-PH-10001924
488,CA-2015-154627,TEC-PH-10001363
489,CA-2015-133753,TEC-PH-10000376
490,CA-2015-133753,TEC-AC-10000303
491,CA-2015-133753,OFF-AR-10001953
492,CA-2015-113362,OFF-ST-10001809
493,CA-2015-113362,OFF-EN-10003845
494,CA-2017-169166,TEC-AC-10000991
495,US-2017-120929,FUR-TA-10001857
496,CA-2016-134782,OFF-EN-10001434
497,CA-2017-126158,OFF-BI-10002498
498,CA-2017-126158,FUR-FU-10004864
499,CA-2017-126158,FUR-CH-10002602
500,CA-2017-126158,FUR-FU-10000073
501,US-2017-105578,OFF-BI-10001670
502,US-2017-105578,OFF-BI-10001658
503,US-2017-105578,FUR-CH-10001215
504,US-2017-105578,OFF-BI-10000831
505,US-2017-105578,OFF-PA-10000357
506,CA-2018-134978,OFF-BI-10003274
507,CA-2016-145352,OFF-AR-10001662
508,CA-2016-145352,OFF-AR-10003856
509,CA-2016-145352,OFF-ST-10001228
510,CA-2016-145352,OFF-BI-10003527
511,CA-2018-135307,FUR-FU-10001290
512,CA-2018-135307,TEC-AC-10002399
513,CA-2017-106341,OFF-AR-10002053
514,CA-2018-163405,OFF-AR-10003811
515,CA-2018-163405,OFF-AR-10001246
516,CA-2018-127432,TEC-CO-10003236
517,CA-2018-127432,OFF-ST-10004507
518,CA-2018-127432,OFF-PA-10001667
519,CA-2018-127432,OFF-ST-10004459
520,CA-2016-157812,TEC-AC-10000171
521,CA-2016-157812,OFF-ST-10000736
522,CA-2016-157812,OFF-BI-10000285
523,CA-2018-145142,FUR-TA-10001857
524,US-2017-139486,TEC-PH-10003555
525,US-2017-139486,TEC-AC-10003832
526,CA-2016-158792,OFF-FA-10002815
527,CA-2018-113558,FUR-CH-10003379
528,CA-2018-113558,FUR-FU-10001756
529,US-2016-138303,OFF-ST-10004963
530,US-2016-138303,OFF-SU-10002881
531,US-2016-138303,OFF-EN-10001335
532,CA-2016-102848,FUR-CH-10000595
533,US-2018-129441,FUR-FU-10000448
534,CA-2017-168753,TEC-PH-10000984
535,CA-2017-168753,OFF-BI-10002557
536,CA-2017-126613,OFF-ST-10001325
537,US-2018-122637,OFF-BI-10002429
538,CA-2016-147851,OFF-BI-10004528
539,CA-2016-134894,OFF-AP-10001271
540,CA-2016-134894,FUR-CH-10002647
541,CA-2015-140795,TEC-AC-10001432
542,CA-2017-136924,TEC-PH-10002262
543,US-2016-120161,OFF-ST-10001809
544,CA-2015-103849,TEC-AC-10001465
545,CA-2015-103849,TEC-PH-10002597
546,CA-2015-103849,FUR-FU-10000723
547,CA-2018-162929,OFF-BI-10000404
548,CA-2018-162929,OFF-PA-10002986
549,CA-2016-113173,OFF-ST-10000604
550,CA-2016-113173,OFF-BI-10004738
551,CA-2016-113173,OFF-SU-10001935
552,CA-2017-136406,FUR-CH-10002024
553,CA-2018-112774,FUR-FU-10003039
554,CA-2018-101945,OFF-FA-10004248
555,CA-2018-100650,OFF-ST-10001780
556,CA-2015-155852,OFF-AR-10003560
557,CA-2017-113243,OFF-LA-10001297
558,CA-2017-113243,FUR-TA-10004256
559,CA-2017-113243,OFF-PA-10003441
560,CA-2018-118731,FUR-FU-10003347
561,CA-2018-118731,OFF-BI-10000069
562,CA-2015-145576,OFF-AP-10003914
563,CA-2015-145576,FUR-FU-10004020
564,CA-2016-130736,OFF-FA-10003467
565,CA-2016-130736,OFF-LA-10000634
566,CA-2018-137099,TEC-PH-10002496
567,CA-2018-156951,OFF-PA-10004530
568,CA-2018-156951,OFF-BI-10001107
569,CA-2018-156951,OFF-PA-10004451
570,CA-2018-156951,FUR-CH-10004997
571,CA-2018-164826,OFF-LA-10001297
572,CA-2018-164826,OFF-FA-10000585
573,CA-2018-164826,OFF-BI-10001922
574,CA-2018-164826,TEC-PH-10000347
575,CA-2017-127250,OFF-AR-10003394
576,CA-2016-149713,OFF-PA-10004530
577,CA-2016-149713,OFF-PA-10001450
578,CA-2016-149713,OFF-SU-10001574
579,CA-2018-118640,OFF-ST-10002974
580,CA-2018-118640,FUR-FU-10001475
581,CA-2016-132906,OFF-SU-10004498
582,CA-2018-145233,TEC-PH-10004977
583,CA-2018-145233,TEC-PH-10000586
584,CA-2018-145233,OFF-AP-10000358
585,CA-2018-145233,OFF-BI-10002764
586,CA-2018-145233,TEC-PH-10001254
587,CA-2016-128139,FUR-CH-10003956
588,CA-2016-128139,OFF-LA-10003930
589,US-2017-156986,TEC-PH-10003800
590,US-2017-156986,OFF-PA-10002005
591,US-2017-156986,OFF-BI-10002498
592,US-2017-156986,OFF-PA-10004101
593,CA-2015-135405,OFF-AR-10004078
594,CA-2015-135405,TEC-AC-10001266
595,CA-2015-131450,OFF-AP-10004708
596,CA-2015-131450,TEC-CO-10004115
597,CA-2015-131450,TEC-PH-10002398
598,CA-2015-131450,FUR-FU-10001979
599,CA-2017-120180,OFF-SU-10004115
600,US-2017-100720,TEC-PH-10001425
601,US-2017-100720,TEC-PH-10003963
602,US-2017-100720,OFF-SU-10001574
603,CA-2015-149958,OFF-ST-10001490
604,CA-2015-149958,FUR-FU-10001756
605,CA-2015-149958,OFF-BI-10000773
606,CA-2015-149958,OFF-BI-10001543
607,CA-2015-149958,OFF-PA-10002120
608,US-2015-105767,OFF-BI-10000848
609,US-2015-105767,OFF-AR-10001246
610,US-2015-105767,TEC-PH-10003092
611,CA-2017-161816,TEC-PH-10003012
612,CA-2017-161816,OFF-LA-10004345
613,CA-2017-121223,OFF-PA-10001204
614,CA-2017-121223,TEC-PH-10004667
615,CA-2018-138611,TEC-PH-10000011
616,CA-2018-138611,OFF-BI-10002949
617,CA-2018-117947,FUR-FU-10003849
618,CA-2018-117947,FUR-FU-10000010
619,CA-2018-117947,OFF-BI-10002824
620,CA-2018-117947,TEC-PH-10002538
621,CA-2018-117947,FUR-FU-10000521
622,US-2015-111171,OFF-BI-10002103
623,CA-2016-138009,FUR-CH-10004853
624,CA-2016-138009,OFF-AP-10000179
625,CA-2016-138009,OFF-ST-10001272
626,CA-2016-138009,OFF-AR-10004042
627,CA-2018-163020,FUR-FU-10000221
628,CA-2018-153787,OFF-AP-10001563
629,CA-2018-133431,OFF-BI-10000605
630,CA-2018-133431,OFF-PA-10002615
631,US-2017-135720,OFF-ST-10001963
632,US-2017-135720,TEC-AC-10001267
633,US-2017-135720,TEC-PH-10002103
634,CA-2018-144694,TEC-AC-10002857
635,CA-2018-144694,OFF-LA-10003930
636,CA-2016-168004,FUR-CH-10001482
637,US-2017-123470,OFF-BI-10001989
638,US-2017-123470,OFF-AP-10003287
639,CA-2017-115917,FUR-FU-10000576
640,CA-2017-115917,OFF-BI-10004728
